AttributeX,AttributeY,AttributeZ,AttributeT,Class,Class,Class,Class
0.89389025,0.2970785,0.0434445,1.3047525,3,6,9,0
0.8909455,0.299319,0.01151575,1.2965575,3,6,9,0
0.889075,0.24824175,0.04398725,1.33558,3,6,9,0
0.8999035,0.27534125,0.04364425,1.31568,3,6,9,0
0.90879825,0.270259,0.04750725,1.31243,3,6,9,0
0.90039725,0.23995075,0.05653725,1.3144775,3,6,9,0
0.9033435,0.253504,0.059833,1.2448675,3,6,9,0
0.8962455,0.30066025,0.05265125,1.2353775,3,6,9,0
0.8897085,0.330508,0.06605,1.2423925,3,6,9,0
0.89200925,0.3301755,0.044538,1.2472675,3,6,9,0
0.8989065,0.30036275,0.01285725,1.25578,3,6,9,0
0.8944815,0.31782,0.0653745,1.2415775,3,6,9,0
0.89142475,0.25910725,0.10353875,1.241085,3,6,9,0
0.9074745,0.302395,0.0304695,1.240185,3,6,9,0
0.903434,0.29687525,0.06915325,1.24057,3,6,9,0
0.88358625,0.2939515,0.007132,1.2371225,3,6,9,0
0.89135,0.28116925,0.0873625,1.18647,3,6,9,0
0.89011625,0.3233015,-0.00231,1.2194725,3,6,9,0
0.90132275,0.29109675,0.0247385,1.2415875,3,6,9,0
0.9182285,0.25372175,0.014304,1.24394,3,6,9,0
0.91347325,0.24574725,0.03233325,1.2335625,3,6,9,0
0.92428025,0.25807375,0.01523975,1.2464025,3,6,9,0
0.9193305,0.26742125,-0.00137725,1.232345,3,6,9,0
0.905304,0.29283675,0.0224275,1.213905,3,6,9,0
0.90658225,0.27110875,0.05640575,1.2236875,3,6,9,0
0.90005275,0.31144425,0.02652425,1.21636,3,6,9,0
0.89871,0.3030715,0.052459,1.23495,3,6,9,0
0.91724475,0.30331375,0.0268945,1.21436,3,6,9,0
0.91356525,0.3025645,-0.03087725,1.2058575,3,6,9,0
0.90585775,0.309856,-0.03085125,1.195805,3,6,9,0
0.902229,0.310692,0.02305175,1.196905,3,6,9,0
0.8994425,0.34575725,0.01047875,1.23267,3,6,9,0
0.891525,0.3540235,0.02685725,1.25145,3,6,9,0
0.8927885,0.3550065,0.052327,1.2346625,3,6,9,0
0.8871965,0.33641575,0.012236,1.232065,3,6,9,0
0.88433225,0.34449375,0.068445,1.19667,3,6,9,0
0.885304,0.33453125,0.09547975,1.1748575,3,6,9,0
0.86673525,0.356349,0.0630115,1.196275,3,6,9,0
0.874758,0.34132775,0.0445155,1.217455,3,6,9,0
0.87280025,0.38261425,0.06677,1.1878575,3,6,9,0
0.868269,0.40120125,0.03094425,1.18329,3,6,9,0
0.88306225,0.365342,0.0482235,1.197925,3,6,9,0
0.882778,0.35315325,0.074318,1.2073825,3,6,9,0
0.886257,0.3513845,0.06805225,1.1831875,3,6,9,0
0.88386775,0.363446,0.073982,1.1735575,3,6,9,0
0.88026325,0.3622845,0.0828145,1.19056,3,6,9,0
0.88430675,0.350652,0.07100175,1.1908,3,6,9,0
0.89295775,0.30739175,0.0327125,1.21137,3,6,9,0
0.8735645,0.37242725,0.0640745,1.16485,3,6,9,0
0.88695225,0.34167875,0.0422015,1.202885,3,6,9,0
0.884194,0.349838,0.070261,1.1968125,3,6,9,0
0.88947625,0.355532,0.07289675,1.225665,3,6,9,0
0.8856715,0.3538345,0.05948075,1.216215,3,6,9,0
0.90175925,0.344899,0.02441175,1.196545,3,6,9,0
0.89146325,0.339262,0.066487,1.196995,3,6,9,0
0.903298,0.3226285,0.04211375,1.2316675,3,6,9,0
0.889931,0.344,0.0872885,1.2188875,3,6,9,0
0.88584125,0.299478,0.11241575,1.24047,3,6,9,0
0.8999995,0.222418,0.138637,1.17863,3,6,9,0
0.9103125,0.29857925,-0.02431975,1.2399825,3,6,9,0
0.91630975,0.3029205,-0.0427165,1.20607,3,6,9,0
0.9141025,0.29729725,-0.0179205,1.2463,3,6,9,0
0.9117575,0.2961625,-0.00333575,1.2320725,3,6,9,0
0.90926075,0.2786735,0.01852825,1.256155,3,6,9,0
0.9245285,0.2647195,0.005545,1.26989,3,6,9,0
0.9145145,0.26505875,-0.0089775,1.286475,3,6,9,0
0.92075175,0.290824,-0.01580825,1.2363625,3,6,9,0
0.91075375,0.31641425,0.02902175,1.2105,3,6,9,0
